state,insurance_company,plan_type,surgery,cpt,status,policy_title,effective_date,policy_url,note
Alabama,Cigna,Commercial/ACA,MRI of the lower back (lumbar spine),72148,VERIFIED,Cigna Medical Coverage Policies - Radiology: Spine Imaging Guidelines V1.0.2026,2026-02-03,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-10/Cigna_Spine%20Imaging%20Guidelines_V1.0.2026_eff02.03.2026_PUB10.29.2025.pdf,"2026-08-25 imaging sweep. Cigna's provider prior-authorization page states 'We collaborate with EviCore by Evernorth' and lists 'Radiology Imaging, High- and Low-Technology' among the eviCore-managed services. This is the eviCore-authored, Cigna-branded guideline; the code is named in it explicitly."
Alabama,Cigna,Commercial/ACA,MRI of the neck (cervical spine),72141,VERIFIED,Cigna Medical Coverage Policies - Radiology: Spine Imaging Guidelines V1.0.2026,2026-02-03,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-10/Cigna_Spine%20Imaging%20Guidelines_V1.0.2026_eff02.03.2026_PUB10.29.2025.pdf,"2026-08-25 imaging sweep. Cigna's provider prior-authorization page states 'We collaborate with EviCore by Evernorth' and lists 'Radiology Imaging, High- and Low-Technology' among the eviCore-managed services. This is the eviCore-authored, Cigna-branded guideline; the code is named in it explicitly."
Alabama,Viva Health,Commercial/ACA,MRI of the knee / lower-extremity joint,73721,NOT RESEARCHED,,,,
Alabama,Viva Health,Commercial/ACA,MRI of the shoulder / upper-extremity joint,73221,NOT RESEARCHED,,,,
Alabama,Viva Health,Commercial/ACA,MRI of the lower back (lumbar spine),72148,NOT RESEARCHED,,,,
Alabama,Viva Health,Commercial/ACA,MRI of the neck (cervical spine),72141,NOT RESEARCHED,,,,
Alabama,Ambetter,Commercial/ACA,MRI of the knee / lower-extremity joint,73721,VERIFIED,Evolent ECG 2035 Lower Extremity MRI,,https://ldh.la.gov/assets/medicaid/MCPP/4_1_26/848_ACLA_ECG_2035_for_Lower_Extremity_MRI_2026_redline.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alabama,Ambetter,Commercial/ACA,MRI of the shoulder / upper-extremity joint,73221,VERIFIED,Evolent ECG 2065 Upper Extremity MRI,,https://www.ldh.la.gov/assets/medicaid/MCPP/2_3_26/767_LHCC_ECG-2065_for_Upper_Extremity_MRI.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alabama,Ambetter,Commercial/ACA,MRI of the lower back (lumbar spine),72148,VERIFIED,Evolent ECG 2037 Lumbar Spine MRI,,https://ldh.la.gov/assets/medicaid/MCPP/4_1_26/847_ACLA_ECG_2037_for_Lumbar_Spine_MRI_2026_redline.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alabama,Ambetter,Commercial/ACA,MRI of the neck (cervical spine),72141,VERIFIED,Evolent ECG 2017 Cervical Spine MRI,,https://ldh.la.gov/assets/medicaid/MCPP/03_13_26/880_ACLA_ECG_2017_for_Cervical-_Spine_MRI_2026_redline.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alabama,Medicare,Medicare / Medicare Advantage,MRI of the knee / lower-extremity joint,73721,NO LCD — general medical necessity,NCD 220.2 - Magnetic Resonance Imaging,2018-04-10,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,"2026-08-25 imaging sweep. NCD 220.2 covers MRI as a modality and expressly declines to enumerate site-specific indications: 'Use the following descriptions as general guidelines or examples of what may be considered covered rather than as a restrictive list of specific covered indications.' No procedure-specific national criteria exist, so general reasonable-and-necessary standards govern -- which is itself useful in an appeal."
Alabama,Medicare,Medicare / Medicare Advantage,MRI of the shoulder / upper-extremity joint,73221,NO LCD — general medical necessity,NCD 220.2 - Magnetic Resonance Imaging,2018-04-10,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,"2026-08-25 imaging sweep. NCD 220.2 covers MRI as a modality and expressly declines to enumerate site-specific indications: 'Use the following descriptions as general guidelines or examples of what may be considered covered rather than as a restrictive list of specific covered indications.' No procedure-specific national criteria exist, so general reasonable-and-necessary standards govern -- which is itself useful in an appeal."
Alabama,Medicare,Medicare / Medicare Advantage,MRI of the lower back (lumbar spine),72148,NO LCD — general medical necessity,NCD 220.2 - Magnetic Resonance Imaging,2018-04-10,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,"2026-08-25 imaging sweep. NCD 220.2 covers MRI as a modality and expressly declines to enumerate site-specific indications: 'Use the following descriptions as general guidelines or examples of what may be considered covered rather than as a restrictive list of specific covered indications.' No procedure-specific national criteria exist, so general reasonable-and-necessary standards govern -- which is itself useful in an appeal."
Alabama,Medicare,Medicare / Medicare Advantage,MRI of the neck (cervical spine),72141,NO LCD — general medical necessity,NCD 220.2 - Magnetic Resonance Imaging,2018-04-10,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,"2026-08-25 imaging sweep. NCD 220.2 covers MRI as a modality and expressly declines to enumerate site-specific indications: 'Use the following descriptions as general guidelines or examples of what may be considered covered rather than as a restrictive list of specific covered indications.' No procedure-specific national criteria exist, so general reasonable-and-necessary standards govern -- which is itself useful in an appeal."
Alabama,Medicaid,Medicaid,MRI of the knee / lower-extremity joint,73721,NOT RESEARCHED,,,,
Alabama,Medicaid,Medicaid,MRI of the shoulder / upper-extremity joint,73221,NOT RESEARCHED,,,,
Alabama,Medicaid,Medicaid,MRI of the lower back (lumbar spine),72148,NOT RESEARCHED,,,,
Alabama,Medicaid,Medicaid,MRI of the neck (cervical spine),72141,NOT RESEARCHED,,,,
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,MRI of the knee / lower-extremity joint,73721,VERIFIED,Carelon Medical Benefits Management (provider utilization re,,https://www.premera.com/wa/provider/utilization-review/carelon-medical-benefits-management/,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,MRI of the shoulder / upper-extremity joint,73221,VERIFIED,Carelon Medical Benefits Management (provider utilization re,,https://www.premera.com/wa/provider/utilization-review/carelon-medical-benefits-management/,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,MRI of the lower back (lumbar spine),72148,VERIFIED,Carelon Medical Benefits Management (provider utilization re,,https://www.premera.com/wa/provider/utilization-review/carelon-medical-benefits-management/,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,MRI of the neck (cervical spine),72141,VERIFIED,Carelon Medical Benefits Management (provider utilization re,,https://www.premera.com/wa/provider/utilization-review/carelon-medical-benefits-management/,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alaska,Moda Health,Commercial/ACA,MRI of the knee / lower-extremity joint,73721,VERIFIED,eviCore Musculoskeletal Imaging Guidelines V1.0.2026,,https://palerts2016.s3.amazonaws.com/multisite_documents/bcbs_kansas_city/files/Musculoskeletal%20Imaging%20Guidelines.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alaska,Moda Health,Commercial/ACA,MRI of the shoulder / upper-extremity joint,73221,VERIFIED,eviCore Musculoskeletal Imaging Guidelines V1.0.2026,,https://palerts2016.s3.amazonaws.com/multisite_documents/bcbs_kansas_city/files/Musculoskeletal%20Imaging%20Guidelines.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alaska,Moda Health,Commercial/ACA,MRI of the lower back (lumbar spine),72148,VERIFIED,eviCore Spine Imaging Guidelines V1.0.2026,,https://palerts2016.s3.amazonaws.com/multisite_documents/bcbs_kansas_city/files/Spine%20Imaging%20Guidelines.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alaska,Moda Health,Commercial/ACA,MRI of the neck (cervical spine),72141,VERIFIED,eviCore Spine Imaging Guidelines V1.0.2026,,https://palerts2016.s3.amazonaws.com/multisite_documents/bcbs_kansas_city/files/Spine%20Imaging%20Guidelines.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Alaska,Aetna,Commercial/ACA,MRI of the knee / lower-extremity joint,73721,VERIFIED,Aetna CPB 0171 - MRI of the Extremities,last reviewed 2026-03-31,https://www.aetna.com/cpb/medical/data/100_199/0171.html,2026-08-25 imaging sweep. 73721 is listed under 'CPT codes covered if selection criteria are met' and the policy body carries knee-specific criteria.
Alaska,Aetna,Commercial/ACA,MRI of the shoulder / upper-extremity joint,73221,CONFIRMED NO POLICY,Aetna CPB 0171 - MRI of the Extremities,last reviewed 2026-03-31,https://www.aetna.com/cpb/medical/data/100_199/0171.html,"2026-08-25 imaging sweep. Verified negative, on two independent fetches: CPB 0171's code table covers the 73218-73223 range but the policy body contains NO shoulder-specific criteria at all -- its detailed criteria address knee, foot and hand only. No separate Aetna shoulder-MRI CPB exists. Aetna's knee language must NOT be reused for a shoulder MRI denial."
Alaska,Aetna,Commercial/ACA,MRI of the lower back (lumbar spine),72148,VERIFIED,Aetna CPB 0236 - MRI and CT of the Spine,last reviewed 2026-04-09,https://www.aetna.com/cpb/medical/data/200_299/0236.html,"2026-08-25 imaging sweep. The code is listed under 'CPT codes covered if selection criteria are met'. Aetna applies one combined spine criteria set to cervical, thoracic and lumbar."
Alaska,Aetna,Commercial/ACA,MRI of the neck (cervical spine),72141,VERIFIED,Aetna CPB 0236 - MRI and CT of the Spine,last reviewed 2026-04-09,https://www.aetna.com/cpb/medical/data/200_299/0236.html,"2026-08-25 imaging sweep. The code is listed under 'CPT codes covered if selection criteria are met'. Aetna applies one combined spine criteria set to cervical, thoracic and lumbar."
Alaska,Cigna,Commercial/ACA,MRI of the knee / lower-extremity joint,73721,VERIFIED,Cigna Medical Coverage Policies - Radiology: Musculoskeletal Imaging Guidelines V1.0.2026,2026-02-03,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-10/Cigna_Musculoskeletal%20Imaging%20Guidelines_V1.0.2026_eff02.03.2026_PUB10.29.2025.pdf,"2026-08-25 imaging sweep. Cigna's provider prior-authorization page states 'We collaborate with EviCore by Evernorth' and lists 'Radiology Imaging, High- and Low-Technology' among the eviCore-managed services. This is the eviCore-authored, Cigna-branded guideline; the code is named in it explicitly."
Alaska,Cigna,Commercial/ACA,MRI of the shoulder / upper-extremity joint,73221,VERIFIED,Cigna Medical Coverage Policies - Radiology: Musculoskeletal Imaging Guidelines V1.0.2026,2026-02-03,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-10/Cigna_Musculoskeletal%20Imaging%20Guidelines_V1.0.2026_eff02.03.2026_PUB10.29.2025.pdf,"2026-08-25 imaging sweep. Cigna's provider prior-authorization page states 'We collaborate with EviCore by Evernorth' and lists 'Radiology Imaging, High- and Low-Technology' among the eviCore-managed services. This is the eviCore-authored, Cigna-branded guideline; the code is named in it explicitly."
Alaska,Cigna,Commercial/ACA,MRI of the lower back (lumbar spine),72148,VERIFIED,Cigna Medical Coverage Policies - Radiology: Spine Imaging Guidelines V1.0.2026,2026-02-03,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-10/Cigna_Spine%20Imaging%20Guidelines_V1.0.2026_eff02.03.2026_PUB10.29.2025.pdf,"2026-08-25 imaging sweep. Cigna's provider prior-authorization page states 'We collaborate with EviCore by Evernorth' and lists 'Radiology Imaging, High- and Low-Technology' among the eviCore-managed services. This is the eviCore-authored, Cigna-branded guideline; the code is named in it explicitly."
Alaska,Cigna,Commercial/ACA,MRI of the neck (cervical spine),72141,VERIFIED,Cigna Medical Coverage Policies - Radiology: Spine Imaging Guidelines V1.0.2026,2026-02-03,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-10/Cigna_Spine%20Imaging%20Guidelines_V1.0.2026_eff02.03.2026_PUB10.29.2025.pdf,"2026-08-25 imaging sweep. Cigna's provider prior-authorization page states 'We collaborate with EviCore by Evernorth' and lists 'Radiology Imaging, High- and Low-Technology' among the eviCore-managed services. This is the eviCore-authored, Cigna-branded guideline; the code is named in it explicitly."
Alaska,UnitedHealthcare,Commercial/ACA,MRI of the knee / lower-extremity joint,73721,"CRITERIA EXIST, TEXT NOT EXTRACTED",UnitedHealthcare Cardiology and Radiology Imaging Guidelines V3.0.2026,2026-05-04,https://www.uhcprovider.com/content/dam/provider/docs/public/prior-auth/r-c/COMM-Exchange-Rad-Card-Guidelines-May-2026.pdf,"2026-08-25 imaging sweep. This is the correct current governing document (V3.0.2026, effective 05/04/2026; a V6/Oct-2026 edition is published but not yet effective). Its table of contents shows musculoskeletal and spine sections, but every fetch truncated inside Abdomen Imaging before the criteria. The link is safe to give a patient; the criteria still need to be read by hand. UHC names no radiology benefit manager on its own radiology page."
Alaska,UnitedHealthcare,Commercial/ACA,MRI of the shoulder / upper-extremity joint,73221,"CRITERIA EXIST, TEXT NOT EXTRACTED",UnitedHealthcare Cardiology and Radiology Imaging Guidelines V3.0.2026,2026-05-04,https://www.uhcprovider.com/content/dam/provider/docs/public/prior-auth/r-c/COMM-Exchange-Rad-Card-Guidelines-May-2026.pdf,"2026-08-25 imaging sweep. This is the correct current governing document (V3.0.2026, effective 05/04/2026; a V6/Oct-2026 edition is published but not yet effective). Its table of contents shows musculoskeletal and spine sections, but every fetch truncated inside Abdomen Imaging before the criteria. The link is safe to give a patient; the criteria still need to be read by hand. UHC names no radiology benefit manager on its own radiology page."
Alaska,UnitedHealthcare,Commercial/ACA,MRI of the lower back (lumbar spine),72148,"CRITERIA EXIST, TEXT NOT EXTRACTED",UnitedHealthcare Cardiology and Radiology Imaging Guidelines V3.0.2026,2026-05-04,https://www.uhcprovider.com/content/dam/provider/docs/public/prior-auth/r-c/COMM-Exchange-Rad-Card-Guidelines-May-2026.pdf,"2026-08-25 imaging sweep. This is the correct current governing document (V3.0.2026, effective 05/04/2026; a V6/Oct-2026 edition is published but not yet effective). Its table of contents shows musculoskeletal and spine sections, but every fetch truncated inside Abdomen Imaging before the criteria. The link is safe to give a patient; the criteria still need to be read by hand. UHC names no radiology benefit manager on its own radiology page."
Alaska,UnitedHealthcare,Commercial/ACA,MRI of the neck (cervical spine),72141,"CRITERIA EXIST, TEXT NOT EXTRACTED",UnitedHealthcare Cardiology and Radiology Imaging Guidelines V3.0.2026,2026-05-04,https://www.uhcprovider.com/content/dam/provider/docs/public/prior-auth/r-c/COMM-Exchange-Rad-Card-Guidelines-May-2026.pdf,"2026-08-25 imaging sweep. This is the correct current governing document (V3.0.2026, effective 05/04/2026; a V6/Oct-2026 edition is published but not yet effective). Its table of contents shows musculoskeletal and spine sections, but every fetch truncated inside Abdomen Imaging before the criteria. The link is safe to give a patient; the criteria still need to be read by hand. UHC names no radiology benefit manager on its own radiology page."
Alaska,Medicare,Medicare / Medicare Advantage,MRI of the knee / lower-extremity joint,73721,NO LCD — general medical necessity,NCD 220.2 - Magnetic Resonance Imaging,2018-04-10,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,"2026-08-25 imaging sweep. NCD 220.2 covers MRI as a modality and expressly declines to enumerate site-specific indications: 'Use the following descriptions as general guidelines or examples of what may be considered covered rather than as a restrictive list of specific covered indications.' No procedure-specific national criteria exist, so general reasonable-and-necessary standards govern -- which is itself useful in an appeal."
Alaska,Medicare,Medicare / Medicare Advantage,MRI of the shoulder / upper-extremity joint,73221,NO LCD — general medical necessity,NCD 220.2 - Magnetic Resonance Imaging,2018-04-10,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,"2026-08-25 imaging sweep. NCD 220.2 covers MRI as a modality and expressly declines to enumerate site-specific indications: 'Use the following descriptions as general guidelines or examples of what may be considered covered rather than as a restrictive list of specific covered indications.' No procedure-specific national criteria exist, so general reasonable-and-necessary standards govern -- which is itself useful in an appeal."
Alaska,Medicare,Medicare / Medicare Advantage,MRI of the lower back (lumbar spine),72148,VERIFIED (CMS LCD/NCD),LCD L34220 - Lumbar MRI (Noridian),revision effective 2025-10-23,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=34220,"2026-08-25 imaging sweep. Worth quoting in an appeal: the LCD says a non-red-flag lumbar MRI 'may be appropriate after 1 month of symptoms' where 'the patient has not responded to a reasonable trial of conservative management lasting at least four weeks' -- four weeks, shorter than the six weeks every commercial vendor demands. Caveat: the CMS code table sits behind an AMA license click-through, so 72148 itself was not visible; the LCD is titled Lumbar MRI and 72148 is the lumbar MRI-without-contrast code, but that last link is inference."
Alaska,Medicare,Medicare / Medicare Advantage,MRI of the neck (cervical spine),72141,NO LCD — general medical necessity,NCD 220.2 - Magnetic Resonance Imaging,2018-04-10,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,"2026-08-25 imaging sweep. NCD 220.2 covers MRI as a modality and expressly declines to enumerate site-specific indications: 'Use the following descriptions as general guidelines or examples of what may be considered covered rather than as a restrictive list of specific covered indications.' No procedure-specific national criteria exist, so general reasonable-and-necessary standards govern -- which is itself useful in an appeal."
Alaska,Medicaid,Medicaid,MRI of the knee / lower-extremity joint,73721,NOT RESEARCHED,,,,
Alaska,Medicaid,Medicaid,MRI of the shoulder / upper-extremity joint,73221,NOT RESEARCHED,,,,
Alaska,Medicaid,Medicaid,MRI of the lower back (lumbar spine),72148,NOT RESEARCHED,,,,
Alaska,Medicaid,Medicaid,MRI of the neck (cervical spine),72141,NOT RESEARCHED,,,,
Arizona,Blue Cross Blue Shield of Arizona,Commercial/ACA,MRI of the knee / lower-extremity joint,73721,VERIFIED,eviCore Musculoskeletal Imaging Guidelines V1.0.2026,,https://palerts2016.s3.amazonaws.com/multisite_documents/bcbs_kansas_city/files/Musculoskeletal%20Imaging%20Guidelines.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Arizona,Blue Cross Blue Shield of Arizona,Commercial/ACA,MRI of the shoulder / upper-extremity joint,73221,VERIFIED,eviCore Musculoskeletal Imaging Guidelines V1.0.2026,,https://palerts2016.s3.amazonaws.com/multisite_documents/bcbs_kansas_city/files/Musculoskeletal%20Imaging%20Guidelines.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
Arizona,Blue Cross Blue Shield of Arizona,Commercial/ACA,MRI of the lower back (lumbar spine),72148,VERIFIED,eviCore Spine Imaging Guidelines V1.0.2026,,https://palerts2016.s3.amazonaws.com/multisite_documents/bcbs_kansas_city/files/Spine%20Imaging%20Guidelines.pdf,"recovered 2026-09-05 from coverage.js at d0c2861: the research note and effective date were lost with the original directory; status, document and title are the build product of that research."
